grid_gid,epdo_total,is_high_risk,risk_prob,predicted_risk
다사631452,22.0,0,0.5951,1
다사659430,85.0,1,0.6334,1
다사678417,24.0,0,0.6305,1
다사673440,407.0,1,0.3961,0
다사663476,16.0,0,0.5675,1
다사663432,146.0,1,0.6888,1
다사685445,76.0,1,0.687,1
다사630456,85.0,1,0.4096,0
다사660444,10.0,0,0.4844,0
다사680441,24.0,0,0.5723,1
다사660453,24.0,0,0.6873,1
다사672449,10.0,0,0.5675,1
다사637453,85.0,1,0.6214,1
다사652461,24.0,0,0.6465,1
다사635451,10.0,0,0.2116,0
다사657444,24.0,0,0.4844,0
다사663429,85.0,1,0.6567,1
다사649462,22.0,0,0.5561,1
다사679422,10.0,0,0.7211,1
다사655464,85.0,1,0.6317,1
다사633459,78.0,1,0.5675,1
다사656442,24.0,0,0.6888,1
다사639449,24.0,0,0.629,1
다사664459,24.0,0,0.7669,1
다사657463,24.0,0,0.678,1
다사677425,16.0,0,0.744,1
다사655463,78.0,1,0.6526,1
다사670449,17.0,0,0.2499,0
다사665439,22.0,0,0.744,1
다사659443,78.0,1,0.5675,1
다사657442,17.0,0,0.6888,1
다사662477,22.0,0,0.5556,1
다사677450,71.0,1,0.5912,1
다사661490,24.0,0,0.6888,1
다사674432,10.0,0,0.5561,1
다사670426,16.0,0,0.655,1
다사632458,85.0,1,0.6706,1
다사641443,85.0,1,0.181,0
다사642459,24.0,0,0.6004,1
다사665482,78.0,1,0.744,1
다사670448,138.0,1,0.5723,1
다사656455,85.0,1,0.8033,1
다사661444,24.0,0,0.339,0
다사676455,85.0,1,0.6076,1
다사637450,146.0,1,0.8001,1
다사627457,17.0,0,0.6451,1
다사635446,146.0,1,0.3472,0
다사686441,24.0,0,0.5891,1
다사665440,85.0,1,0.4894,0
다사670415,24.0,0,0.4031,0
다사681441,24.0,0,0.5893,1
다사657476,85.0,1,0.6888,1
다사660489,24.0,0,0.6888,1
다사672461,85.0,1,0.4844,0
다사633457,22.0,0,0.358,0
다사643448,85.0,1,0.6641,1
다사672453,83.0,1,0.7399,1
다사683445,146.0,1,0.7719,1
다사664483,17.0,0,0.5969,1
다사658456,22.0,0,0.5332,1
다사668422,17.0,0,0.5594,1
다사628453,85.0,1,0.81,1
다사670418,24.0,0,0.6888,1
다사687444,85.0,1,0.6924,1
다사661457,22.0,0,0.1374,0
다사693438,20.0,0,0.2552,0
다사628464,24.0,0,0.2184,0
다사660441,85.0,1,0.4844,0
다사659458,85.0,1,0.4232,0
다사661477,22.0,0,0.0615,0
다사655475,24.0,0,0.5675,1
다사669412,85.0,1,0.5408,1
다사658476,78.0,1,0.6888,1
다사664453,85.0,1,0.5118,1
다사632464,24.0,0,0.6317,1
다사630466,17.0,0,0.6888,1
다사665426,24.0,0,0.744,1
다사656454,24.0,0,0.338,0
다사685421,24.0,0,0.4162,0
다사665430,85.0,1,0.6888,1
다사668459,85.0,1,0.7699,1
다사684463,17.0,0,0.6888,1
다사664481,85.0,1,0.6004,1
다사670412,15.0,0,0.573,1
다사690442,24.0,0,0.4582,0
다사669426,146.0,1,0.7762,1
다사636450,70.0,1,0.5988,1
다사671427,17.0,0,0.4376,0
다사660470,15.0,0,0.5561,1
다사655447,22.0,0,0.4993,0
다사660476,78.0,1,0.593,1
다사672447,78.0,1,0.6004,1
다사663477,24.0,0,0.5723,1
다사625450,24.0,0,0.6888,1
다사672438,85.0,1,0.7789,1
다사660471,71.0,1,0.6004,1
다사658464,17.0,0,0.602,1
다사688446,24.0,0,0.4262,0
다사675467,24.0,0,0.601,1
다사649453,85.0,1,0.4014,0
다사663438,139.0,1,0.6334,1
다사644455,24.0,0,0.8033,1
다사663459,17.0,0,0.6726,1
다사640458,78.0,1,0.6567,1
다사665431,24.0,0,0.4844,0
다사641453,10.0,0,0.5129,1
다사651454,15.0,0,0.4054,0
다사626459,83.0,1,0.4844,0
다사632449,24.0,0,0.4232,0
다사654457,24.0,0,0.1987,0
다사681421,17.0,0,0.2166,0
다사633451,407.0,1,0.6793,1
다사719493,24.0,0,0.6888,1
다사730521,22.0,0,0.6888,1
다사721504,24.0,0,0.6334,1
다사723506,146.0,1,0.6477,1
다사688422,17.0,0,0.6051,1
다사747501,22.0,0,0.5536,1
다사687417,22.0,0,0.2476,0
다사720490,24.0,0,0.6888,1
다사736489,24.0,0,0.4213,0
다사723501,85.0,1,0.6888,1
다사734492,207.0,1,0.5782,1
다사727530,83.0,1,0.6884,1
다사722500,85.0,1,0.5417,1
다사727510,85.0,1,0.7582,1
다사735490,85.0,1,0.6567,1
다사738512,17.0,0,0.6792,1
다사737491,144.0,1,0.5946,1
다사695458,24.0,0,0.6911,1
다사727535,78.0,1,0.6888,1
다사716532,24.0,0,0.6888,1
다사758484,146.0,1,0.4844,0
다사721526,22.0,0,0.6933,1
다사745499,85.0,1,0.697,1
다사729481,146.0,1,0.4064,0
다사733494,24.0,0,0.6659,1
다사754476,17.0,0,0.7474,1
다사725518,24.0,0,0.6929,1
다사719492,78.0,1,0.6888,1
다사750480,16.0,0,0.5723,1
다사750478,24.0,0,0.6888,1
다사691463,24.0,0,0.6888,1
다사745489,14.0,0,0.2803,0
다사743498,16.0,0,0.5481,1
다사730511,77.0,1,0.744,1
다사725519,24.0,0,0.6884,1
다사725483,24.0,0,0.2009,0
다사738492,83.0,1,0.2081,0
다사726518,85.0,1,0.5675,1
다사738488,24.0,0,0.5408,1
다사725470,17.0,0,0.6869,1
다사722534,24.0,0,0.358,0
다사720504,85.0,1,0.7135,1
다사726512,24.0,0,0.4844,0
다사694454,24.0,0,0.5723,1
다사728472,85.0,1,0.6888,1
다사728497,85.0,1,0.7075,1
다사732522,85.0,1,0.6228,1
다사733497,85.0,1,0.5594,1
다사726530,17.0,0,0.5723,1
다사688456,17.0,0,0.6888,1
다사736490,24.0,0,0.5766,1
다사698434,85.0,1,0.6888,1
다사729512,78.0,1,0.6888,1
다사744489,85.0,1,0.2831,0
다사724510,22.0,0,0.6477,1
다사721519,24.0,0,0.4844,0
다사686464,24.0,0,0.6888,1
다사729515,24.0,0,0.5825,1
다사605131,16.0,0,0.7696,1
다사382120,17.0,0,0.3799,0
다사537131,78.0,1,0.4479,0
다사514136,85.0,1,0.4888,0
다사487037,85.0,1,0.7083,1
다사585122,85.0,1,0.6888,1
다사590127,24.0,0,0.4844,0
다사523130,24.0,0,0.6329,1
다사620114,85.0,1,0.2564,0
다사607125,144.0,1,0.6888,1
다사655119,85.0,1,0.73,1
다사654122,24.0,0,0.636,1
다사515151,24.0,0,0.6888,1
다사648131,24.0,0,0.4031,0
다사443168,24.0,0,0.2464,0
다사401198,17.0,0,0.6888,1
다사663084,10.0,0,0.3935,0
다사394125,17.0,0,0.4717,0
다사616103,18.0,0,0.1698,0
다사667094,85.0,1,0.4173,0
다사520132,24.0,0,0.5343,1
다사337127,85.0,1,0.5446,1
다사438093,17.0,0,0.2464,0
다사513139,24.0,0,0.6456,1
다사407132,17.0,0,0.7108,1
다사588117,69.0,1,0.6888,1
다바374949,529.0,1,0.4844,0
다사590134,22.0,0,0.7762,1
다사470032,85.0,1,0.5675,1
다사602129,24.0,0,0.6896,1
다사639123,77.0,1,0.1721,0
다사610149,17.0,0,0.6406,1
다사626130,24.0,0,0.7394,1
다사647092,9.0,0,0.7142,1
다사613124,17.0,0,0.7142,1
다바476988,85.0,1,0.7083,1
다사613121,85.0,1,0.6884,1
다사475036,24.0,0,0.2081,0
다사609112,83.0,1,0.6888,1
다사312118,468.0,1,0.4844,0
다사458080,85.0,1,0.6888,1
다사668098,14.0,0,0.4031,0
다사631118,24.0,0,0.5322,1
다사660077,24.0,0,0.5343,1
다사572110,146.0,1,0.6888,1
다사477021,24.0,0,0.5588,1
다사637088,24.0,0,0.6888,1
다사564124,24.0,0,0.6334,1
다사442103,85.0,1,0.6888,1
다사602133,24.0,0,0.5561,1
다사403122,24.0,0,0.7083,1
다사600112,85.0,1,0.6933,1
다사650085,85.0,1,0.7083,1
다사650077,22.0,0,0.4844,0
다사651066,17.0,0,0.628,1
다사663105,85.0,1,0.6888,1
다사388122,24.0,0,0.6888,1
다바384921,24.0,0,0.7762,1
다사472168,85.0,1,0.6888,1
다사669115,24.0,0,0.6228,1
다사406124,24.0,0,0.6383,1
다사577115,16.0,0,0.2595,0
다사591130,85.0,1,0.565,1
다사591127,16.0,0,0.2268,0
다사621119,17.0,0,0.2876,0
다사556113,24.0,0,0.6888,1
다사644118,85.0,1,0.7466,1
다사459080,85.0,1,0.6888,1
다사644106,24.0,0,0.4844,0
다사577120,17.0,0,0.744,1
다사622107,85.0,1,0.7495,1
다사636098,24.0,0,0.4717,0
다사663116,24.0,0,0.7108,1
다사611123,85.0,1,0.6806,1
다사401116,85.0,1,0.5675,1
다사610121,16.0,0,0.2177,0
다사514133,83.0,1,0.6968,1
다사662083,15.0,0,0.4031,0
다사590125,77.0,1,0.7044,1
다사406029,24.0,0,0.6888,1
다사541074,17.0,0,0.6128,1
다사541078,85.0,1,0.5265,1
다사637092,24.0,0,0.772,1
다사625097,83.0,1,0.6172,1
다사620126,76.0,1,0.6888,1
다사621115,22.0,0,0.4881,0
다사616115,17.0,0,0.5825,1
다사511134,85.0,1,0.5623,1
다사622118,24.0,0,0.6884,1
다사638118,24.0,0,0.6994,1
다사532094,85.0,1,0.1698,0
다사617120,15.0,0,0.5675,1
다사641087,78.0,1,0.6888,1
다사631082,22.0,0,0.4844,0
다사393209,24.0,0,0.6888,1
다사639082,24.0,0,0.6888,1
다사656108,85.0,1,0.6888,1
다사660062,24.0,0,0.2595,0
다바376965,24.0,0,0.5675,1
다사543119,85.0,1,0.4518,0
다사522155,85.0,1,0.7591,1
다사405031,6.0,0,0.6888,1
다사407127,85.0,1,0.744,1
다사597127,85.0,1,0.7316,1
다사620120,78.0,1,0.6348,1
다사401112,85.0,1,0.6994,1
다사603112,15.0,0,0.4637,0
다사666093,24.0,0,0.3907,0
다사654075,17.0,0,0.2476,0
다사590113,85.0,1,0.2466,0
다사593128,85.0,1,0.6462,1
다사597147,22.0,0,0.4844,0
다사643118,85.0,1,0.5675,1
다사396212,24.0,0,0.6888,1
다사554068,85.0,1,0.6888,1
다사383120,24.0,0,0.4508,0
다사583113,85.0,1,0.4717,0
다사647129,24.0,0,0.6888,1
다사643120,69.0,1,0.6846,1
다바395986,85.0,1,0.6001,1
다사502105,24.0,0,0.6888,1
다사644107,20.0,0,0.1991,0
다사638106,24.0,0,0.5675,1
다사644100,77.0,1,0.4844,0
다사645070,24.0,0,0.4173,0
다사535097,24.0,0,0.5561,1
다사654082,24.0,0,0.6644,1
다사620119,22.0,0,0.6462,1
다사476042,461.0,1,0.6524,1
다사658119,78.0,1,0.7142,1
다사362121,17.0,0,0.1991,0
다사486038,24.0,0,0.472,0
다사641106,85.0,1,0.478,0
다사511135,15.0,0,0.5787,1
다사611128,22.0,0,0.6567,1
다사474039,77.0,1,0.4876,0
다사467009,14.0,0,0.744,1
다사663278,14.0,0,0.391,0
다사679345,70.0,1,0.5654,1
다사646334,138.0,1,0.6888,1
다사649338,16.0,0,0.4054,0
다사656266,16.0,0,0.3932,0
다사618322,16.0,0,0.2803,0
다사654334,2.0,0,0.4961,0
다사657327,77.0,1,0.5266,1
다사659304,16.0,0,0.6888,1
다사651338,70.0,1,0.3443,0
다사680302,9.0,0,0.4173,0
다사660269,77.0,1,0.6888,1
다사659312,16.0,0,0.4844,0
다사657317,9.0,0,0.3125,0
다사689298,14.0,0,0.6888,1
다사653275,138.0,1,0.5408,1
다사657329,77.0,1,0.6854,1
다사613325,16.0,0,0.6076,1
다사689299,16.0,0,0.6888,1
다사673317,16.0,0,0.4844,0
다사652299,16.0,0,0.4844,0
다사664318,77.0,1,0.6888,1
다사657324,16.0,0,0.4173,0
다사654310,16.0,0,0.4211,0
다사658306,14.0,0,0.0402,0
다사665302,14.0,0,0.1989,0
다사663350,16.0,0,0.3987,0
다사679307,77.0,1,0.6888,1
다사647311,9.0,0,0.5055,1
다사657310,16.0,0,0.4211,0
다사648327,2.0,0,0.6888,1
다사661313,16.0,0,0.4844,0
다사678301,16.0,0,0.4173,0
다사669320,16.0,0,0.6888,1
다사665334,138.0,1,0.6888,1
다사668315,77.0,1,0.4567,0
다사652304,77.0,1,0.5431,1
다사609330,16.0,0,0.6888,1
다사644336,16.0,0,0.3126,0
다사664321,69.0,1,0.4475,0
다사666294,77.0,1,0.6888,1
다사673306,9.0,0,0.6888,1
다사647326,16.0,0,0.4173,0
다사651280,16.0,0,0.6888,1
다사657334,77.0,1,0.5404,1
다사649297,16.0,0,0.6888,1
다사654328,16.0,0,0.2857,0
다사671328,77.0,1,0.6563,1
다사674315,77.0,1,0.4211,0
다사649268,16.0,0,0.4844,0
다사653296,16.0,0,0.6888,1
다사667320,14.0,0,0.6888,1
다사644279,9.0,0,0.6888,1
다사647330,16.0,0,0.4173,0
다사649287,77.0,1,0.6888,1
다사658301,77.0,1,0.4054,0
다사662340,16.0,0,0.6888,1
다사648289,14.0,0,0.6888,1
다사660340,16.0,0,0.3987,0
다사653290,16.0,0,0.4572,0
다사664299,16.0,0,0.3968,0
다사593327,2.0,0,0.6888,1
다사662305,16.0,0,0.4881,0
다사657308,16.0,0,0.4054,0
다사655313,9.0,0,0.2116,0
다사651330,14.0,0,0.4173,0
다사675316,77.0,1,0.6888,1
다사663340,16.0,0,0.4514,0
다사674317,77.0,1,0.4154,0
다사659300,69.0,1,0.4286,0
다사644338,77.0,1,0.6888,1
다사641339,16.0,0,0.6888,1
다사659341,9.0,0,0.5195,1
다사656276,16.0,0,0.3044,0
다사648281,9.0,0,0.6888,1
다사654326,6.0,0,0.4054,0
다사659265,16.0,0,0.3666,0
다사672346,16.0,0,0.4514,0
다사648296,16.0,0,0.4173,0
다사651334,77.0,1,0.4054,0
다사675349,77.0,1,0.6888,1
다사662313,16.0,0,0.6888,1
다사657326,8.0,0,0.2476,0
다사652280,16.0,0,0.3115,0
다사649282,16.0,0,0.6888,1
다사663267,16.0,0,0.4031,0
다사650290,77.0,1,0.4508,0
다사651295,16.0,0,0.6888,1
다사619324,77.0,1,0.6888,1
다사663333,8.0,0,0.4054,0
다사664317,9.0,0,0.4844,0
다사665320,16.0,0,0.6888,1
다사673346,16.0,0,0.4211,0
다사647272,16.0,0,0.6888,1
다사657331,2.0,0,0.2476,0
다사643322,8.0,0,0.4173,0
다사653265,8.0,0,0.3636,0
다사657300,9.0,0,0.391,0
다사687299,16.0,0,0.4844,0
다사661325,14.0,0,0.4173,0
다사647300,77.0,1,0.6888,1
다사656331,16.0,0,0.6305,1
다사656263,14.0,0,0.6888,1
다사666339,77.0,1,0.6888,1
다사645315,9.0,0,0.6888,1
다사652302,16.0,0,0.2293,0
다사656301,7.0,0,0.3716,0
다사663300,9.0,0,0.6888,1
다사683344,2.0,0,0.4314,0
다사664341,16.0,0,0.6888,1
다사652330,9.0,0,0.4211,0
다사671351,16.0,0,0.6888,1
다사633338,14.0,0,0.6888,1
다사666301,16.0,0,0.642,1
다사676304,16.0,0,0.4173,0
다사617299,16.0,0,0.2508,0
다사651302,14.0,0,0.4288,0
다사656268,77.0,1,0.4054,0
다사656279,16.0,0,0.4211,0
다사647275,7.0,0,0.2605,0
다사670334,9.0,0,0.2916,0
다사684297,16.0,0,0.6888,1
다사666318,16.0,0,0.6888,1
다사664300,16.0,0,0.6888,1
다사670301,14.0,0,0.4173,0
다사650279,2.0,0,0.3126,0
다사649290,16.0,0,0.6888,1
다사654339,16.0,0,0.4359,0
다사685305,9.0,0,0.6888,1
다사649271,16.0,0,0.4844,0
다사663339,77.0,1,0.4844,0
다사647287,77.0,1,0.4173,0
다사661314,16.0,0,0.4031,0
다사653269,1.0,0,0.6888,1
다사676349,16.0,0,0.3126,0
다사690297,16.0,0,0.6888,1
다사650266,16.0,0,0.6888,1
다사670340,14.0,0,0.2476,0
다사659280,16.0,0,0.4286,0
다사676313,8.0,0,0.4031,0
다사645337,77.0,1,0.6888,1
다사637339,16.0,0,0.6888,1
다사670350,16.0,0,0.4211,0
다사660275,2.0,0,0.6888,1
다사655266,14.0,0,0.5798,1
다사684344,9.0,0,0.5723,1
다사648336,16.0,0,0.3834,0
다사647306,138.0,1,0.6888,1
다사647277,16.0,0,0.6888,1
다사666348,16.0,0,0.6888,1
다사671344,1.0,0,0.5162,1
다사685302,8.0,0,0.4948,0
다사616323,138.0,1,0.6888,1
다사689300,16.0,0,0.6888,1
다사648279,16.0,0,0.6067,1
다사649305,77.0,1,0.6888,1
다사664307,77.0,1,0.4173,0
다사675343,16.0,0,0.5723,1
다사648317,16.0,0,0.6888,1
다사671300,16.0,0,0.4211,0
다사669340,2.0,0,0.5157,1
다사649284,77.0,1,0.6888,1
다사665316,77.0,1,0.6888,1
다사668337,70.0,1,0.265,0
다사660324,138.0,1,0.5671,1
다사654337,77.0,1,0.4776,0
다사655330,77.0,1,0.5532,1
다사671353,8.0,0,0.2342,0
다사648291,77.0,1,0.6888,1
다사650307,16.0,0,0.6888,1
다사655312,16.0,0,0.6888,1
다사666354,16.0,0,0.6888,1
다사648268,9.0,0,0.6888,1
다사647281,16.0,0,0.6888,1
다사640339,16.0,0,0.6888,1
다사664315,75.0,1,0.6888,1
다사651299,16.0,0,0.4288,0
다사648318,16.0,0,0.6888,1
다사648290,16.0,0,0.6888,1
다사657309,14.0,0,0.6888,1
다사683342,77.0,1,0.5056,1
다사647324,14.0,0,0.6888,1
다사677316,16.0,0,0.6004,1
다사669337,77.0,1,0.3746,0
다사677381,14.0,0,0.6051,1
다사678386,77.0,1,0.7066,1
다사668407,77.0,1,0.6888,1
다사675375,138.0,1,0.5514,1
다사686388,16.0,0,0.4844,0
다사684389,16.0,0,0.3746,0
다사679378,138.0,1,0.477,0
다사660357,77.0,1,0.3215,0
다사681407,16.0,0,0.6888,1
다사692412,14.0,0,0.4514,0
다사675378,77.0,1,0.3932,0
다사653343,16.0,0,0.6888,1
다사688384,77.0,1,0.6783,1
다사676375,16.0,0,0.5464,1
다사678379,16.0,0,0.4288,0
다사641365,9.0,0,0.4211,0
다사690415,77.0,1,0.4154,0
다사670403,14.0,0,0.3716,0
다사669408,8.0,0,0.3057,0
다사675409,16.0,0,0.6888,1
다사626359,16.0,0,0.6888,1
다사670384,14.0,0,0.5536,1
다사679407,9.0,0,0.3801,0
다사687390,8.0,0,0.5129,1
다사669378,77.0,1,0.391,0
다사669390,138.0,1,0.4858,0
다사683390,1.0,0,0.1804,0
다사671403,16.0,0,0.3605,0
다사681409,16.0,0,0.391,0
다사637365,77.0,1,0.4173,0
다사677382,8.0,0,0.5087,1
다사672374,16.0,0,0.3629,0
다사645346,16.0,0,0.4844,0
다사693389,16.0,0,0.5353,1
다사677380,77.0,1,0.417,0
다사683384,9.0,0,0.6888,1
다사671397,16.0,0,0.391,0
다사670405,16.0,0,0.4288,0
다사668401,16.0,0,0.2255,0
다사689393,77.0,1,0.6888,1
다사680375,77.0,1,0.6888,1
다사686412,69.0,1,0.6888,1
다사683404,16.0,0,0.6888,1
다사689392,2.0,0,0.1915,0
다사689398,8.0,0,0.4064,0
다사647366,8.0,0,0.36,0
다사637343,138.0,1,0.4173,0
다사676381,9.0,0,0.4266,0
다사677386,16.0,0,0.2102,0
다사651360,16.0,0,0.4031,0
다사681376,16.0,0,0.4211,0
다사637344,16.0,0,0.6888,1
다사675408,16.0,0,0.6888,1
다사698391,16.0,0,0.6869,1
다사661361,14.0,0,0.2009,0
다사666374,16.0,0,0.6888,1
다사685384,14.0,0,0.4428,0
다사680405,14.0,0,0.6888,1
다사678407,77.0,1,0.4031,0
다사675379,16.0,0,0.4054,0
다사684403,75.0,1,0.4054,0
다사683415,14.0,0,0.6888,1
다사681405,14.0,0,0.4031,0
다사706403,16.0,0,0.4173,0
다사691391,16.0,0,0.4211,0
다사668391,14.0,0,0.4173,0
다사677377,70.0,1,0.3801,0
다사645345,9.0,0,0.2476,0
다사664379,16.0,0,0.5935,1
다사665379,16.0,0,0.5851,1
다사677383,14.0,0,0.1072,0
다사685402,77.0,1,0.5738,1
다사673379,77.0,1,0.3932,0
다사679379,70.0,1,0.4211,0
다사649350,16.0,0,0.6888,1
다사629346,16.0,0,0.6888,1
다사697404,16.0,0,0.4514,0
다사686382,14.0,0,0.4211,0
다사658351,9.0,0,0.6888,1
다사667385,14.0,0,0.6888,1
다사645347,16.0,0,0.4776,0
다사666371,16.0,0,0.6888,1
다사668405,8.0,0,0.6888,1
다사669386,397.0,1,0.391,0
다사680366,77.0,1,0.2009,0
다사664360,77.0,1,0.6888,1
다사697373,77.0,1,0.4054,0
다사717364,16.0,0,0.6888,1
다사677370,14.0,0,0.1186,0
다사666365,77.0,1,0.6888,1
다사711369,16.0,0,0.4031,0
다사694368,16.0,0,0.4844,0
다사671360,16.0,0,0.6888,1
다사705397,77.0,1,0.4858,0
다사691361,16.0,0,0.4173,0
다사698390,16.0,0,0.5738,1
다사676366,70.0,1,0.6888,1
다사693379,16.0,0,0.6888,1
다사709380,69.0,1,0.4844,0
다사679363,77.0,1,0.6888,1
다사690379,138.0,1,0.4211,0
다사700385,9.0,0,0.6076,1
다사706370,77.0,1,0.7901,1
다사679374,9.0,0,0.6888,1
다사700371,16.0,0,0.4031,0
다사674371,16.0,0,0.2009,0
다사699377,16.0,0,0.4211,0
다사682364,77.0,1,0.6888,1
다사690350,77.0,1,0.7199,1
다사682363,8.0,0,0.6888,1
다사673365,16.0,0,0.6888,1
다사680364,16.0,0,0.6888,1
다사673359,16.0,0,0.6888,1
다사682366,16.0,0,0.6888,1
다사707392,16.0,0,0.5371,1
다사676372,16.0,0,0.5723,1
다사708359,16.0,0,0.3126,0
다사672359,9.0,0,0.6888,1
다사703371,16.0,0,0.3202,0
다사704390,77.0,1,0.6067,1
다사679373,9.0,0,0.5384,1
다사701373,77.0,1,0.4064,0
다사665368,77.0,1,0.6888,1
다사699376,16.0,0,0.4211,0
다사697385,16.0,0,0.3932,0
다사699370,16.0,0,0.2476,0
다사704391,14.0,0,0.5483,1
다사677368,77.0,1,0.4211,0
다사703377,16.0,0,0.4475,0
다사701395,77.0,1,0.6317,1
다사680365,7.0,0,0.6888,1
다사676355,7.0,0,0.6434,1
다사669365,16.0,0,0.6888,1
다사678372,138.0,1,0.6888,1
다사665369,16.0,0,0.6888,1
다사678373,7.0,0,0.4173,0
다사706385,16.0,0,0.434,0
다사698372,16.0,0,0.3314,0
다사692368,8.0,0,0.1387,0
다사707404,8.0,0,0.2697,0
다사694382,9.0,0,0.4173,0
다사684377,77.0,1,0.4211,0
다사697375,16.0,0,0.4881,0
다사700386,16.0,0,0.2081,0
다사693380,16.0,0,0.1698,0
다사701380,1.0,0,0.2498,0
다사669367,9.0,0,0.4173,0
다사699390,16.0,0,0.4173,0
다사698380,9.0,0,0.6888,1
다사686367,9.0,0,0.4475,0
다사670365,14.0,0,0.4096,0
다사670368,77.0,1,0.6888,1
다사667359,16.0,0,0.6888,1
다사690367,16.0,0,0.5723,1
다사715369,16.0,0,0.2803,0
다사702390,70.0,1,0.6706,1
다사679368,8.0,0,0.6888,1
다사671354,16.0,0,0.2476,0
다사698381,77.0,1,0.6563,1
다사690353,16.0,0,0.5675,1
다사715380,16.0,0,0.4173,0
다사704372,77.0,1,0.7201,1
다사664363,16.0,0,0.6888,1
다사712390,16.0,0,0.6888,1
다사700375,16.0,0,0.3932,0
다사701382,77.0,1,0.6888,1
다사681417,77.0,1,0.2081,0
다사671413,77.0,1,0.4031,0
다사641466,16.0,0,0.6888,1
다사684442,9.0,0,0.5077,1
다사658458,77.0,1,0.4254,0
다사675417,16.0,0,0.6888,1
다사671457,77.0,1,0.6888,1
다사645447,77.0,1,0.4232,0
다사662454,9.0,0,0.1721,0
다사631459,16.0,0,0.5723,1
다사631464,9.0,0,0.2116,0
다사664441,138.0,1,0.6461,1
다사688437,14.0,0,0.6947,1
다사669434,2.0,0,0.1088,0
다사683432,16.0,0,0.4844,0
다사642452,70.0,1,0.5542,1
다사668430,16.0,0,0.7696,1
다사657468,77.0,1,0.7356,1
다사692438,2.0,0,0.702,1
다사647444,77.0,1,0.5553,1
다사683459,16.0,0,0.4031,0
다사661439,8.0,0,0.6457,1
다사644448,77.0,1,0.4844,0
다사655458,16.0,0,0.4888,0
다사693442,399.0,1,0.2417,0
다사653460,77.0,1,0.4031,0
다사664442,16.0,0,0.6888,1
다사684444,9.0,0,0.1382,0
다사640466,16.0,0,0.6888,1
다사651445,16.0,0,0.5899,1
다사619466,16.0,0,0.6888,1
다사660429,16.0,0,0.7342,1
다사682440,9.0,0,0.5275,1
다사674445,77.0,1,0.5675,1
다사666461,138.0,1,0.744,1
다사663462,77.0,1,0.8033,1
다사670436,70.0,1,0.6888,1
다사654475,8.0,0,0.744,1
다사663431,77.0,1,0.6888,1
다사642451,77.0,1,0.3997,0
다사633456,16.0,0,0.2384,0
다사646464,70.0,1,0.789,1
다사667439,16.0,0,0.6888,1
다사663430,9.0,0,0.739,1
다사645449,77.0,1,0.5891,1
다사667445,16.0,0,0.3997,0
다사648463,14.0,0,0.5675,1
다사662447,16.0,0,0.5561,1
다사673429,9.0,0,0.2417,0
다사685436,16.0,0,0.5723,1
다사683422,16.0,0,0.5675,1
다사662475,16.0,0,0.6334,1
다사628459,70.0,1,0.5087,1
다사685464,16.0,0,0.5561,1
다사665487,16.0,0,0.2529,0
다사665441,16.0,0,0.2499,0
다사644459,8.0,0,0.4031,0
다사649454,77.0,1,0.6739,1
다사669427,14.0,0,0.4221,0
다사659484,16.0,0,0.6882,1
다사679421,77.0,1,0.5561,1
다사621457,9.0,0,0.4054,0
다사664438,9.0,0,0.5118,1
다사684440,9.0,0,0.5427,1
다사690449,16.0,0,0.4844,0
다사667412,138.0,1,0.6572,1
다사664439,138.0,1,0.739,1
다사664430,77.0,1,0.6888,1
다사641448,16.0,0,0.4031,0
다사680453,16.0,0,0.1647,0
다사650440,70.0,1,0.5675,1
다사669424,16.0,0,0.3258,0
다사666434,77.0,1,0.6398,1
다사638465,16.0,0,0.5573,1
다사660424,16.0,0,0.6888,1
다사682446,9.0,0,0.1987,0
다사666485,9.0,0,0.5675,1
다사642449,16.0,0,0.3452,0
다사649461,77.0,1,0.8033,1
다사673453,16.0,0,0.4844,0
다사646449,77.0,1,0.6884,1
다사652473,77.0,1,0.6029,1
다사668425,16.0,0,0.4173,0
다사663436,8.0,0,0.3126,0
다사662473,9.0,0,0.6888,1
다사675469,16.0,0,0.6888,1
다사628452,14.0,0,0.2417,0
다사677445,70.0,1,0.5561,1
다사645441,9.0,0,0.5162,1
다사684421,16.0,0,0.5675,1
다사655460,16.0,0,0.3011,0
다사660440,77.0,1,0.5087,1
다사658467,16.0,0,0.6888,1
다사655484,16.0,0,0.6888,1
다사694441,9.0,0,0.6036,1
다사676422,77.0,1,0.6888,1
다사660423,16.0,0,0.6888,1
다사619465,8.0,0,0.6888,1
다사672413,77.0,1,0.6888,1
다사639465,9.0,0,0.6888,1
다사631453,77.0,1,0.6475,1
다사658475,16.0,0,0.0903,0
다사684446,70.0,1,0.6004,1
다사653450,9.0,0,0.3544,0
다사618466,77.0,1,0.6888,1
다사682453,77.0,1,0.6856,1
다사632459,16.0,0,0.4173,0
다사643446,75.0,1,0.4742,0
다사653462,16.0,0,0.3126,0
다사670424,9.0,0,0.5118,1
다사666439,16.0,0,0.2716,0
다사643459,16.0,0,0.6888,1
다사673457,16.0,0,0.4844,0
다사634449,16.0,0,0.4188,0
다사681446,70.0,1,0.7178,1
다사652447,8.0,0,0.5118,1
다사637452,70.0,1,0.7967,1
다사673439,70.0,1,0.4031,0
다사653473,16.0,0,0.7582,1
